protocol,faults,delay_ms,rate,run,tps,latency_ms
noveldag,3,0,200000,3,197975.704024,833.274477
noveldag,3,0,200000,mean,198048.810730,804.981194
noveldag,3,0,270000,1,264025.368910,572.573455
noveldag,3,0,270000,2,264121.891398,851.564786
noveldag,3,0,270000,3,265819.823349,741.173481
noveldag,3,0,270000,mean,264655.694553,721.770574
narwhal,0,0,270000,1,138442.852480,981.879337
narwhal,0,0,270000,2,133980.042898,933.343163
narwhal,0,0,270000,3,133819.092751,1029.936692
narwhal,0,0,270000,mean,135413.996043,981.719731
narwhal,1,0,270000,1,176700.748303,881.512088
narwhal,1,0,270000,2,164556.798402,1001.387386
narwhal,1,0,270000,3,165006.985936,1053.881506
narwhal,1,0,270000,mean,168754.844213,978.926993
narwhal,3,0,270000,1,260334.559785,806.029742
narwhal,3,0,270000,2,260978.442994,881.298168
narwhal,3,0,270000,3,260271.811148,880.106829
narwhal,3,0,270000,mean,260528.271309,855.811579
narwhal,0,0,340000,1,34358.721839,3239.036739
narwhal,0,0,340000,2,72456.944069,1398.823528
narwhal,0,0,340000,3,34802.942668,2475.579534
narwhal,0,0,340000,mean,47206.202858,2371.146600
noveldag,0,0,340000,1,275655.904287,430.175745
noveldag,0,0,340000,2,206109.805381,273.536420
noveldag,0,0,340000,3,266604.565657,421.328401
noveldag,0,0,340000,mean,249456.758441,375.013522
wahoo,0,0,340000,1,131762.812048,897.938306
wahoo,0,0,340000,2,122685.818828,945.631565
wahoo,0,0,340000,3,134684.406729,982.683001
wahoo,0,0,340000,mean,129711.012535,942.084290
