run,protocol,faults,delay_ms,rate,consensus_tps,consensus_latency_ms,end_to_end_tps,end_to_end_latency_ms
1,shortfin,0,0,60000,53239.624153,2641.594424,49555.592910,3188.050947
1,shortfin,0,0,150000,136500.000603,2315.999986,125818.544272,2795.116857
1,shortfin,0,0,250000,133947.252416,1962.782789,128039.656943,2417.294608
1,sailfin,0,0,60000,51002.432871,2626.547326,49309.903548,3159.501325
1,sailfin,0,0,150000,137054.278619,2148.326368,132300.534661,2603.275561
1,sailfin,0,0,250000,146796.013221,2062.556170,138265.298285,2520.935814
