[2026-05-22T09:17:49.902Z INFO  network::reliable_sender] Connection to 34.81.27.135:5039: keep_alive starting with 0 buffered messages
[2026-05-22T09:17:49.916Z INFO  worker::batch_maker] Batch qT9tIzdSrudED49HF9Yimz6OJXVU4iVh+x84Vc8OUws= contains sample tx 4
[2026-05-22T09:17:49.916Z INFO  worker::batch_maker] Batch qT9tIzdSrudED49HF9Yimz6OJXVU4iVh+x84Vc8OUws= contains 500224 B
[2026-05-22T09:17:49.917Z INFO  network::reliable_sender] Connection to 35.227.54.147:5044: sent 508052 bytes
[2026-05-22T09:17:49.939Z INFO  network::reliable_sender] Outgoing connection established with 34.21.159.42:5024
[2026-05-22T09:17:49.939Z INFO  network::reliable_sender] Connection to 34.21.159.42:5024: keep_alive starting with 0 buffered messages
[2026-05-22T09:17:49.941Z WARN  network::reliable_sender] Failed to connect to 35.247.143.172:5049 (retry 0): Connection refused (os error 111)
[2026-05-22T09:17:49.970Z INFO  worker::batch_maker] Batch h9F0Ju3xRK0TswvdzBcO6m86SDl15H7h+tmvZFyzbCs= contains sample tx 5
[2026-05-22T09:17:49.970Z INFO  worker::batch_maker] Batch h9F0Ju3xRK0TswvdzBcO6m86SDl15H7h+tmvZFyzbCs= contains 500224 B
[2026-05-22T09:17:49.971Z INFO  network::reliable_sender] Connection to 35.227.54.147:5044: sent 508052 bytes
[2026-05-22T09:17:49.982Z INFO  network::reliable_sender] Connection to 136.109.104.208:5009: sent 508052 bytes
[2026-05-22T09:17:49.989Z INFO  network::reliable_sender] Connection to 136.118.77.161:5034: sent 508052 bytes
[2026-05-22T09:17:50.024Z INFO  worker::batch_maker] Batch c6Ljid4hwT/hvwZV90TjDekrOunHkNNOnH128GyFuB8= contains sample tx 6
[2026-05-22T09:17:50.024Z INFO  worker::batch_maker] Batch c6Ljid4hwT/hvwZV90TjDekrOunHkNNOnH128GyFuB8= contains 500224 B
[2026-05-22T09:17:50.024Z INFO  network::reliable_sender] Connection to 35.227.54.147:5044: sent 508052 bytes
[2026-05-22T09:17:50.049Z INFO  network::reliable_sender] Connection to 136.109.104.208:5009: sent 508052 bytes
[2026-05-22T09:17:50.054Z INFO  network::reliable_sender] Connection to 136.118.77.161:5034: sent 508052 bytes
[2026-05-22T09:17:50.065Z INFO  worker::batch_maker] Batch jzx2ihwERc6gALIHs9txgvVfFyOtKUCvYHFLWzOOSoA= contains sample tx 7
[2026-05-22T09:17:50.065Z INFO  worker::batch_maker] Batch jzx2ihwERc6gALIHs9txgvVfFyOtKUCvYHFLWzOOSoA= contains 500224 B
[2026-05-22T09:17:50.066Z INFO  network::reliable_sender] Connection to 35.227.54.147:5044: sent 508052 bytes
[2026-05-22T09:17:50.083Z INFO  network::reliable_sender] Connection to 34.79.153.233:5029: sent 508052 bytes
[2026-05-22T09:17:50.086Z INFO  network::reliable_sender] Connection to 130.211.86.32:5004: sent 508052 bytes
[2026-05-22T09:17:50.113Z INFO  network::reliable_sender] Connection to 136.109.104.208:5009: sent 508052 bytes
[2026-05-22T09:17:50.116Z INFO  worker::batch_maker] Batch rlPrRjMpppg+ofwXS05c1js4djAHhgD7vogDE7R1k7Y= contains sample tx 8
[2026-05-22T09:17:50.116Z INFO  worker::batch_maker] Batch rlPrRjMpppg+ofwXS05c1js4djAHhgD7vogDE7R1k7Y= contains 500224 B
[2026-05-22T09:17:50.117Z INFO  network::reliable_sender] Connection to 35.227.54.147:5044: sent 508052 bytes
[2026-05-22T09:17:50.117Z INFO  network::reliable_sender] Connection to 136.109.104.208:5009: sent 508052 bytes
[2026-05-22T09:17:50.120Z INFO  network::reliable_sender] Connection to 136.118.77.161:5034: sent 508052 bytes
[2026-05-22T09:17:50.124Z INFO  network::reliable_sender] Connection to 136.118.77.161:5034: sent 508052 bytes
[2026-05-22T09:17:50.124Z INFO  network::reliable_sender] Connection to 136.118.77.161:5034: sent 508052 bytes
[2026-05-22T09:17:50.175Z INFO  network::receiver] Incoming connection established with 130.211.86.32:33300
[2026-05-22T09:17:50.175Z WARN  network::receiver] Connection closed by peer 130.211.86.32:33300
[2026-05-22T09:17:50.176Z INFO  network::reliable_sender] Connection to 34.79.153.233:5029: sent 508052 bytes
[2026-05-22T09:17:50.181Z INFO  worker::batch_maker] Batch qO+9zKG+WUvolDBZU3/ZV7l6Ffhqmkz+Ey0tH88Ojjs= contains sample tx 9
[2026-05-22T09:17:50.184Z INFO  worker::batch_maker] Batch qO+9zKG+WUvolDBZU3/ZV7l6Ffhqmkz+Ey0tH88Ojjs= contains 500224 B
[2026-05-22T09:17:50.184Z INFO  network::reliable_sender] Connection to 35.227.54.147:5044: sent 508052 bytes
[2026-05-22T09:17:50.186Z INFO  network::reliable_sender] Connection to 136.109.104.208:5009: sent 508052 bytes
[2026-05-22T09:17:50.188Z INFO  network::reliable_sender] Connection to 136.109.104.208:5009: sent 508052 bytes
[2026-05-22T09:17:50.189Z INFO  network::reliable_sender] Connection to 136.109.104.208:5009: sent 508052 bytes
[2026-05-22T09:17:50.191Z INFO  network::reliable_sender] Connection to 130.211.86.32:5004: sent 508052 bytes
